EngNames	Lat	Lon	Language	Group	Family	color	glottocode	dialect	source
Kaka	41.478513	47.636857	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Garakh	41.48148	48.04608	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Garakh	41.48148	48.04608	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Lutkun	41.4844	47.6861	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khryug	41.4892	47.6044	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Zrykh	41.49105	47.564736	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khlyut	41.496274	47.533824	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khlyut	41.496274	47.533824	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Bakhtsug	41.50975	47.95065	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Bakhtsug	41.50975	47.95065	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Mugergan	41.519797	48.175977	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kochkhyur (Kuchkhyur)	41.5225	47.86562	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kochkhyur (Kuchkhyur)	41.5225	47.86562	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Akhnig	41.5232	47.99481	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Akhnig	41.5232	47.99481	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Lakun	41.52402	47.53252	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Lakun	41.52402	47.53252	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kiche	41.53146	47.48171	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Yalak	41.532245	47.605391	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Rutul	41.5342	47.4269	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Kirka	41.5369	48.1894	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khorel'	41.53763	48.20011	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khorel'	41.53763	48.20011	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kutul	41.54576	47.9666	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kutul	41.54576	47.9666	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Dzhepel'	41.54977	48.21947	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Dzhepel'	41.54977	48.21947	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Igrakh	41.5525	47.52831	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Igrakh	41.5525	47.52831	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Shtul	41.554702	47.919293	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khyurekhyur	41.5591	47.7417	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khyurekhyur	41.5591	47.7417	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kabir	41.5592	48.0444	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Gil'yar	41.559978	48.256089	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ikra	41.5633	48.0094	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kufa	41.564115	47.376937	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Zukhrabkent	41.56687	48.1529	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Zukhrabkent	41.56687	48.1529	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kuysun	41.57303	48.28712	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kuysun	41.57303	48.28712	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kala	41.57694	47.35389	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Kurdul	41.581424	47.177309	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Iche	41.58146	47.509933	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Iche	41.58146	47.509933	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khnyukh	41.58289	47.43299	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Tatarkhankent	41.58361	48.09608	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tatarkhankent	41.58361	48.09608	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khtun	41.58408	48.1739	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khtun	41.58408	48.1739	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kurakh	41.5842	47.7842	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kurakh	41.5842	47.7842	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ptikent	41.58452	48.10959	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ptikent	41.58452	48.10959	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Saytarkent	41.58508	48.12701	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Saytarkent	41.58508	48.12701	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Piperkent	41.59186	48.14726	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Piperkent	41.59186	48.14726	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashakent	41.59479	47.87241	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashakent	41.59479	47.87241	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Rugun	41.595917	47.995977	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Rugun	41.595917	47.995977	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kakhtsug	41.59957	48.06005	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kakhtsug	41.59957	48.06005	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Butkent	41.60008	48.17998	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Butkent	41.60008	48.17998	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kukvaz	41.60103	47.70543	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kukvaz	41.60103	47.70543	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Sarag	41.60273	48.0164	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Sarag	41.60273	48.0164	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ullugatag	41.6031	48.1256	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Amsar	41.60348	47.33116	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Shikhikent	41.604121	48.165102	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Shikhikent	41.604121	48.165102	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tagirkent	41.60749	48.31066	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tagirkent	41.60749	48.31066	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Luchek	41.60988	47.307307	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Ispik	41.61489	48.19118	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ispik	41.61489	48.19118	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashar	41.615664	47.663417	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kina	41.6166	47.2647	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Magaramkent	41.6186	48.3514	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Magaramkent	41.6186	48.3514	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Shinaz	41.618658	47.375666	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Shinaz	41.618658	47.375666	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Khpedzh	41.62212	47.72586	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khpedzh	41.62212	47.72586	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yukhari-Kartas	41.62364	48.10125	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yukhari-Kartas	41.62364	48.10125	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Gel'mets	41.62466	47.17889	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Asalikent	41.6298	48.16777	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Asalikent	41.6298	48.16777	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Sal'yan	41.63006	48.19895	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Sal'yan	41.63006	48.19895	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashagakartas	41.63177	48.1193	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashagakartas	41.63177	48.1193	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novyy Ispik	41.63566	48.18933	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novyy Ispik	41.63566	48.18933	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Mikikh	41.63753	47.16822	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Vrush	41.646787	47.310094	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Vrush	41.646787	47.310094	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Khnyakh	41.648441	47.153831	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Khnyakh	41.648441	47.153831	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Syugut	41.64944	47.11833	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Tsakhur	41.651115	47.135943	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Shimikhyur	41.6539	47.6994	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Shimikhyur	41.6539	47.6994	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Dzhilikhur	41.65545	47.26768	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Tselyagyun	41.6569	48.2889	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Muslakh	41.65889	47.11185	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Muslakh	41.65889	47.11185	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Gel'khen	41.659002	47.602833	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Akhvakh-Dere	41.660912	46.652713	Akhvakh	Andic	Nakh-Daghestanian	gold2	akhv1239		[Magomedbekova 1967]			
Akhvakh-Dere	41.660912	46.652713	Akhvakh	Andic	Nakh-Daghestanian	gold2	akhv1239		[Magomedbekova 1967]				
Mishlesh	41.6649	47.089775	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Tsudik	41.66611	47.28056	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Khpyuk	41.66667	47.66667	Aghul	Lezgic	Nakh-Daghestanian	green			
Ottal	41.667678	47.012864	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Ottal	41.667678	47.012864	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Myukhrek	41.667696	47.280013	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Kachalkent	41.66885	48.04288	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kachalkent	41.66885	48.04288	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Korsh	41.66952	47.06211	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Dzhinykh	41.67245	47.04479	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Usug	41.672481	47.594624	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Aran	41.67389	47.24639	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Aran	41.67389	47.24639	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Kasumkent	41.6789	48.1394	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kvardal	41.6803	47.56277	Aghul	Lezgic	Nakh-Daghestanian	green			
Ashaga-Stal-Kazmalyar	41.681705	48.218336	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashaga-Stal-Kazmalyar	41.681705	48.218336	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ichin	41.68263	47.99189	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ichin	41.68263	47.99189	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tsmur	41.6842	48.0567	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kal'yal	41.684366	47.003665	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Ikhrek	41.693931	47.210005	Rutul	Lezgic	Nakh-Daghestanian	greenyellow			
Ukuz	41.696017	47.591355	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novyy Usur	41.69639	48.35444	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novyy Usur	41.69639	48.35444	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tsnal	41.69641	47.99767	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tsnal	41.69641	47.99767	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashaga-Stal	41.69724	48.19462	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yukhari-Zakhit	41.69779	47.9426	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yukhari-Zakhit	41.69779	47.9426	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Mukhakh	41.70068	46.991105	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Mukhakh	41.70068	46.991105	Tsakhur	Lezgic	Nakh-Daghestanian	seagreen			
Khveredzh	41.70206	47.57218	Aghul	Lezgic	Nakh-Daghestanian	green			
Saidkent	41.70213	48.11319	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Saidkent	41.70213	48.11319	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Orta-Stal	41.70335	48.17075	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Orta-Stal	41.70335	48.17075	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Gereykhanovskoe	41.7047	48.2869	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
But-Kazmalyar	41.705274	48.396665	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
But-Kazmalyar	41.705274	48.396665	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yukhari-Stal	41.70734	48.1548	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yukhari-Stal	41.70734	48.1548	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tslak	41.71272	47.93997	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tslak	41.71272	47.93997	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kurkent	41.7133	48.1094	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Bedyuk	41.716044	47.525715	Aghul	Lezgic	Nakh-Daghestanian	green			
Alkadar	41.7163	48.08667	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Trkal	41.716681	47.970481	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Trkal	41.716681	47.970481	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Filya	41.71803	48.46103	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Filya	41.71803	48.46103	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashaga-Tsinit	41.72324	48.00882	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashaga-Tsinit	41.72324	48.00882	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khodzha-Kazmalyar	41.72534	48.438	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khodzha-Kazmalyar	41.72534	48.438	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Sardarkent	41.7255	48.0622	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novyy Aul	41.731837	48.399957	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novyy Aul	41.731837	48.399957	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Zakhit	41.732197	48.369784	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Zakhit	41.732197	48.369784	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashaga-Arkhit	41.734607	47.97302	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashaga-Arkhit	41.734607	47.97302	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yukhari-Arkhit	41.7405	47.95878	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yukhari-Arkhit	41.7405	47.95878	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Koshkent	41.7414	48.0386	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Koshkent	41.7414	48.0386	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Chilikar	41.74196	48.065	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Chilikar	41.74196	48.065	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Nizhniy Katrukh	41.742979	47.203482	North Azerbaijani	West Oghuz	Turkic	grey60			
Nizhniy Katrukh	41.742979	47.203482	North Azerbaijani	West Oghuz	Turkic	grey60			
Verkhniy Katrukh	41.7468	47.22355	Lak	Lak	Nakh-Daghestanian	violetred			
Verkhniy Katrukh	41.7468	47.22355	Lak	Lak	Nakh-Daghestanian	violetred			
Khoredzh	41.74914	47.8667	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kabir-Kazmalyar	41.7498	48.48848	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kontsil'	41.751813	48.018508	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kontsil'	41.751813	48.018508	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khiv	41.7533	47.9286	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Goa	41.753585	47.703213	Aghul	Lezgic	Nakh-Daghestanian	green			
Nyutyug	41.75392	48.11773	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ekendil'	41.75518	48.13179	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ekendil'	41.75518	48.13179	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Klichkhan	41.75569	48.42533	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Klichkhan	41.75569	48.42533	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Laka	41.75705	47.88114	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Asakent	41.75759	48.00748	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Asakent	41.75759	48.00748	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kchun-Kazmalyar	41.76261	48.48966	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kchun-Kazmalyar	41.76261	48.48966	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Bugdatepe	41.76286	48.39293	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Bugdatepe	41.76286	48.39293	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Eminkhyur	41.76332	48.33115	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Eminkhyur	41.76332	48.33115	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Richa	41.763646	47.502769	Aghul	Lezgic	Nakh-Daghestanian	green			
Duldug	41.76833	47.67438	Aghul	Lezgic	Nakh-Daghestanian	green			
Zizik	41.7692	48.1097	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kug	41.7711	47.9647	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kug	41.7711	47.9647	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novaya Maka	41.772025	48.359721	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novaya Maka	41.772025	48.359721	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Karchag	41.77369	48.15948	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Karchag	41.77369	48.15948	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Arakul	41.77377	47.21238	Lak	Lak	Nakh-Daghestanian	violetred			
Arakul	41.77377	47.21238	Lak	Lak	Nakh-Daghestanian	violetred			
Oruzhba	41.775686	48.432854	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Zaza	41.77734	48.04628	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Zaza	41.77734	48.04628	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Chukhverkent	41.77797	48.37314	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Chukhverkent	41.77797	48.37314	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tpig	41.780423	47.589523	Aghul	Lezgic	Nakh-Daghestanian	green			
Tsuduk	41.78225	47.89671	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Archug	41.7843	47.86009	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Khutkhul	41.78517	47.61451	Aghul	Lezgic	Nakh-Daghestanian	green			
Chakhchakh-Kazmalyar	41.78651	48.50046	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Chakhchakh-Kazmalyar	41.78651	48.50046	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yargil'	41.79004	47.95429	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Fite	41.79161	47.73998	Aghul	Lezgic	Nakh-Daghestanian	green			
Yarkug	41.79814	47.68435	Aghul	Lezgic	Nakh-Daghestanian	green			
Yarukvalar	41.79842	48.41318	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Yarukvalar	41.79842	48.41318	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kondik	41.8028	47.8733	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kondik	41.8028	47.8733	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Darkush-Kazmalyar	41.80608	48.38985	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Darkush-Kazmalyar	41.80608	48.38985	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Mezhgyul'	41.8061	48.0075	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Burkikhan	41.806356	47.538467	Aghul	Lezgic	Nakh-Daghestanian	green			
Chere	41.80685	48.0425	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Chuvek	41.807699	47.901711	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Misi	41.80991	47.60329	Aghul	Lezgic	Nakh-Daghestanian	green			
Khtun-Kazmalyar	41.81114	48.51884	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khtun-Kazmalyar	41.81114	48.51884	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Zil'dik	41.81292	47.98958	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Tagirkent-Kazmalyar	41.814927	48.511106	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tagirkent-Kazmalyar	41.814927	48.511106	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kartas-Kazmalyar	41.81717	48.39484	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Bil'bil'-Kazmalyar	41.82188	48.5448	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Bil'bil'-Kazmalyar	41.82188	48.5448	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Ashaga-Yarak	41.822988	47.952033	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kushtil'	41.8289	47.8894	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Samur	41.829176	48.487012	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Samur	41.829176	48.487012	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Azadogly	41.83019	48.44848	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Azadogly	41.83019	48.44848	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kullar	41.8364	48.3878	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kullar	41.8364	48.3878	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kurag	41.836764	47.661351	Aghul	Lezgic	Nakh-Daghestanian	green			
Yukhari-Yarak	41.83714	47.94825	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Chirag	41.8381	47.4303	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Chirag	41.8381	47.4303	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kumuk	41.839407	48.420118	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Kumuk	41.839407	48.420118	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Sirtich	41.8406	48.2347	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Nichras	41.84358	48.01174	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Primorskiy	41.845694	48.580097	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Primorskiy	41.845694	48.580097	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novyy Frig	41.85306	48.35743	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Novyy Frig	41.85306	48.35743	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Khudig	41.85373	47.65854	Aghul	Lezgic	Nakh-Daghestanian	green			
Gyukhryag	41.854055	48.172785	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Turag	41.8586	47.9744	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Nyugdi	41.85872	48.43455	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Nyugdi	41.85872	48.43455	Muslim Tat	Iranian	Indo-European	black			
Nyugdi	41.85872	48.43455	North Azerbaijani	West Oghuz	Turkic	grey60			
Nyugdi	41.85872	48.43455	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Nyugdi	41.85872	48.43455	Muslim Tat	Iranian	Indo-European	black			
Nyugdi	41.85872	48.43455	North Azerbaijani	West Oghuz	Turkic	grey60			
Khursatil'	41.862503	47.793991	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Furdag	41.86348	47.86215	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Arsug	41.86408	47.65011	Aghul	Lezgic	Nakh-Daghestanian	green			
Urga	41.869933	47.85522	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Belidzhi	41.870833	48.388611	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Belidzhi	41.870833	48.388611	North Azerbaijani	West Oghuz	Turkic	grey60			
Belidzhi	41.870833	48.388611	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Belidzhi	41.870833	48.388611	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Belidzhi	41.870833	48.388611	North Azerbaijani	West Oghuz	Turkic	grey60			
Belidzhi	41.870833	48.388611	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Vertil'	41.87358	47.85893	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Vertil'	41.87358	47.85893	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kulig	41.874076	47.865347	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Garig	41.8766	47.88498	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Atrik	41.88042	47.78046	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Lyakhlya	41.88087	47.87761	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Chulat	41.880921	48.154399	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Dzhuli	41.8822	47.85399	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
