EngNames	Lat	Lon	Language	Group	Family	color	glottocode	dialect	source
Gunib	42.388232	46.962258	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	батлухский	
Gunib	42.388232	46.962258	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	батлухский	
Koroda	42.44961	46.846988	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Koroda	42.44961	46.846988	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Zanata	42.485146	46.552771	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Zanata	42.485146	46.552771	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Nizhniy Batlukh	42.4853	46.5239	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Nizhniy Batlukh	42.4853	46.5239	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Golotl'	42.485962	46.735698	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Golotl'	42.485962	46.735698	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Verkhniy Batlukh	42.496276	46.502217	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Verkhniy Batlukh	42.496276	46.502217	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Alekseev, Ataev 1997]
Shamil'kala	42.690407	46.874769	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	батлухский	[Saidova, Magomedov 2008]
Batsada	42.3036	46.9092	Avar	Avar	Nakh-Daghestanian	yellow		бацадинский	
Batsada	42.3036	46.9092	Avar	Avar	Nakh-Daghestanian	yellow		бацадинский	
Budug	41.18611	48.36861	Budukh	Lezgic	Nakh-Daghestanian	#C7E9C0	budu1249	будухский	[Ihilov 1967]
Bukhty	42.240712	46.985633	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	бухтинский	[Alekseev, Ataev 1997]
Bukhty	42.240712	46.985633	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	бухтинский	[Alekseev, Ataev 1997]
Gergebil'	42.5047	47.0661	Avar	Avar	Nakh-Daghestanian	yellow		восточный	[Alekseev, Ataev 1997]
Gergebil'	42.5047	47.0661	Avar	Avar	Nakh-Daghestanian	yellow		восточный	[Alekseev, Ataev 1997]
Urukh-Sota	42.24222	46.67694	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Alekseev, Ataev 1997]
Genta	42.37001	46.56099	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Alekseev, Ataev 1997]
Genta	42.37001	46.56099	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Alekseev, Ataev 1997]
Ravkvatl'	42.372455	46.579617	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Saidova, Magomedov 2008]
Ravkvatl'	42.372455	46.579617	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Saidova, Magomedov 2008]
Machada	42.37839	46.53725	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Alekseev, Ataev 1997]
Machada	42.37839	46.53725	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Alekseev, Ataev 1997]
Urada	42.3822	46.5617	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Saidova, Magomedov 2008]
Tidib	42.3889	46.5742	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Alekseev, Ataev 1997]
Tidib	42.3889	46.5742	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Alekseev, Ataev 1997]
Khotoda	42.39393	46.559446	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Saidova, Magomedov 2008]
Ziurib	42.41789	46.705088	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Saidova, Magomedov 2008]
Ziurib	42.41789	46.705088	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский	[Saidova, Magomedov 2008]
Urukh-Sota	42.24222	46.67694	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский 	[Alekseev, Ataev 1997]
Urada	42.3822	46.5617	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский 	[Saidova, Magomedov 2008]
Khotoda	42.39393	46.559446	Avar	Avar	Nakh-Daghestanian	yellow	hidd1238	гидский 	[Saidova, Magomedov 2008]
Dzhek	41.19694	48.24167	Kryz	Lezgic	Nakh-Daghestanian	lightgreen	dzhe1238	джекский	[Ihilov 1967]
Gergentala	42.73225	47.05913	Avar	Avar	Nakh-Daghestanian	yellow	zaka1239	закатальский, чарский	[Saidova 2007]
Gergentala	42.73225	47.05913	Avar	Avar	Nakh-Daghestanian	yellow	zaka1239	закатальский, чарский	[Saidova 2007]
Kina	41.6166	47.2647	Rutul	Lezgic	Nakh-Daghestanian	greenyellow	ixre1238	ихрекский	[Ibragimov 1978]
Ikhrek	41.693931	47.210005	Rutul	Lezgic	Nakh-Daghestanian	greenyellow	ixre1238	ихрекский	[Ihilov 1967]
Kutikh	42.12587	46.78902	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский	[Saidova, Magomedov 2008]
Kutikh	42.12587	46.78902	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский 	[Saidova, Magomedov 2008]
Tsurib	42.235	46.8333	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Tsurib	42.235	46.8333	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Gochob	42.2375	46.6642	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Gochob	42.2375	46.6642	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Sachada	42.258411	46.699595	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Sachada	42.258411	46.699595	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Sumeta	42.262025	46.705541	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Sumeta	42.262025	46.705541	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Tsulda	42.27357	46.72095	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Tsulda	42.27357	46.72095	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Gontlob	42.280673	46.726468	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Gontlob	42.280673	46.726468	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Moksob	43.434004	46.48603	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Moksob	43.434004	46.48603	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, верхнекарахский	[Alekseev, Ataev 1997]
Baginub	42.1743	46.88159	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Alekseev, Ataev 1997]
Baginub	42.1743	46.88159	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Alekseev, Ataev 1997]
Kuchrab	42.17506	46.90244	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Alekseev, Ataev 1997]
Kuchrab	42.17506	46.90244	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Alekseev, Ataev 1997]
Khurukh	42.18441	46.85807	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Alekseev, Ataev 1997]
Khurukh	42.18441	46.85807	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Alekseev, Ataev 1997]
Magar	42.19546	46.843669	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Saidova, Magomedov 2008]
Magar	42.19546	46.843669	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Saidova, Magomedov 2008]
Chunib	42.20496	46.82498	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Saidova, Magomedov 2008]
Chunib	42.20496	46.82498	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Saidova, Magomedov 2008]
Tseneb	42.206684	46.842652	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Saidova, Magomedov 2008]
Tseneb	42.206684	46.842652	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Saidova, Magomedov 2008]
Mugurukh	42.26064	46.86533	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Alekseev, Ataev 1997]
Mugurukh	42.26064	46.86533	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, мукратльский	[Alekseev, Ataev 1997]
Talukh	42.25652	46.74433	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, нижнекарахский	[Saidova, Magomedov 2008]
Talukh	42.25652	46.74433	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, нижнекарахский	[Saidova, Magomedov 2008]
Murukh	42.27719	46.7715	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, нижнекарахский	[Alekseev, Ataev 1997]
Murukh	42.27719	46.7715	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, нижнекарахский	[Alekseev, Ataev 1997]
Gunukh	42.28043	46.76307	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, нижнекарахский	[Alekseev, Ataev 1997]
Gunukh	42.28043	46.76307	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, нижнекарахский	[Alekseev, Ataev 1997]
Chitab	42.10412	46.86914	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Chitab	42.10412	46.86914	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Chanab	42.125345	46.90434	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Chanab	42.125345	46.90434	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Dusrakh	42.1275	46.8792	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Dusrakh	42.1275	46.8792	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Chvadab	42.13028	46.87639	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Chvadab	42.13028	46.87639	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Kosroda	42.13141	46.85829	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Kosroda	42.13141	46.85829	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Mogrob	42.15672	46.86521	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Mogrob	42.15672	46.86521	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Childa	42.16328	46.34734	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Childa	42.16328	46.34734	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, риссибский	[Saidova, Magomedov 2008]
Gilib	42.1169	46.7761	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Saidova, Magomedov 2008]
Gilib	42.1169	46.7761	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Saidova, Magomedov 2008]
Karanub	42.12262	46.81777	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Alekseev, Ataev 1997]
Karanub	42.12262	46.81777	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Alekseev, Ataev 1997]
Doronub	42.124689	46.809427	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Saidova, Magomedov 2008]
Doronub	42.124689	46.809427	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Saidova, Magomedov 2008]
Nukush	42.1492	46.80579	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Alekseev, Ataev 1997]
Nukush	42.1492	46.80579	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Alekseev, Ataev 1997]
Tsemer	42.15195	46.75296	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Saidova, Magomedov 2008]
Tsemer	42.15195	46.75296	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Saidova, Magomedov 2008]
Irib	42.1606	46.8169	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Alekseev, Ataev 1997]
Irib	42.1606	46.8169	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Alekseev, Ataev 1997]
Khinub	42.17454	46.82406	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Alekseev, Ataev 1997]
Khinub	42.17454	46.82406	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Alekseev, Ataev 1997]
Rul'dab	42.18472	46.85028	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Saidova, Magomedov 2008]
Rul'dab	42.18472	46.85028	Avar	Avar	Nakh-Daghestanian	yellow	kara1473	карахский, тлессерухский	[Saidova, Magomedov 2008]
Mokoda	42.42385	46.66963	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Mokoda	42.42385	46.66963	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Verkhniy Kolob	42.42614	46.6579	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Verkhniy Kolob	42.42614	46.6579	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Kakhib	42.4272	46.5969	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Kakhib	42.4272	46.5969	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Khamakal	42.428109	46.674497	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Khamakal	42.428109	46.674497	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Nizhniy Kolob	42.430087	46.659303	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Nizhniy Kolob	42.430087	46.659303	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Goor	42.43339	46.56927	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Goor	42.43339	46.56927	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Goor-Khindakh	42.449273	46.575312	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Goor-Khindakh	42.449273	46.575312	Avar	Avar	Nakh-Daghestanian	yellow	kaxi1241	кахибский смешанный говор	[Saidova, Magomedov 2008]
Somoda	42.30272	46.5368	Avar	Avar	Nakh-Daghestanian	yellow	kele1253	келебский смешанный говор	[Saidova, Magomedov 2008]
Somoda	42.30272	46.5368	Avar	Avar	Nakh-Daghestanian	yellow	kele1253	келебский смешанный говор	[Saidova, Magomedov 2008]
Rugel'da	42.3175	46.5244	Avar	Avar	Nakh-Daghestanian	yellow	kele1253	келебский смешанный говор	[Saidova, Magomedov 2008]
Rugel'da	42.3175	46.5244	Avar	Avar	Nakh-Daghestanian	yellow	kele1253	келебский смешанный говор	[Saidova, Magomedov 2008]
Urchukh	42.325548	46.495518	Avar	Avar	Nakh-Daghestanian	yellow	kele1253	келебский смешанный говор	[Saidova, Magomedov 2008]
Urchukh	42.325548	46.495518	Avar	Avar	Nakh-Daghestanian	yellow	kele1253	келебский смешанный говор	[Saidova, Magomedov 2008]
Khpyuk	41.66667	47.66667	Aghul	Lezgic	Nakh-Daghestanian	green	kere1281	керенский	[Shaumian 1941]
Usug	41.672481	47.594624	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	kere1281	кюринский	[Shaumian 1941]
Richa	41.763646	47.502769	Aghul	Lezgic	Nakh-Daghestanian	green	kere1281	керенский	[Shaumian 1941]
Fite	41.79161	47.73998	Aghul	Lezgic	Nakh-Daghestanian	green	kosh1245	кошанский 	[Shaumian 1941]
Khudig	41.85373	47.65854	Aghul	Lezgic	Nakh-Daghestanian	green	kosh1245	кошанский 	[Shaumian 1941]
Arsug	41.86408	47.65011	Aghul	Lezgic	Nakh-Daghestanian	green	kosh1245	кошанский 	[Shaumian 1941]
Burshag	41.89626	47.64102	Aghul	Lezgic	Nakh-Daghestanian	green	kosh1245	кошанский 	[Shaumian 1941]
Khaput	41.142778	48.194444	Kryz	Lezgic	Nakh-Daghestanian	lightgreen	xapu1238	крызский 	[Hewitt and Harris 1994]
Kryz	41.21556	48.24667	Kryz	Lezgic	Nakh-Daghestanian	lightgreen	kryt1240	крызский 	[Ihilov 1967]
Kusur	41.781293	46.949207	Avar	Avar	Nakh-Daghestanian	yellow		кусурский	[Alekseev, Ataev 1997]
Kusur	41.781293	46.949207	Avar	Avar	Nakh-Daghestanian	yellow		кусурский	[Alekseev, Ataev 1997]
Tekipirkent	41.34201	47.88615	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	lezg1248	кюринский	[Ihilov 1967]
Mugergan	41.519797	48.175977	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	lezg1248	кюринский	[Ihilov 1967]
Kirka	41.5369	48.1894	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	lezg1248	кюринский	[Ihilov 1967]
Shtul	41.554702	47.919293	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	lezg1248	кюринский	[Ihilov 1967]
Kabir	41.5592	48.0444	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	lezg1248	кюринский	[Ihilov 1967]
